ID,delinquent,Sdelinquent,term,gender,purpose,home_ownership,age,FICO
9170,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9171,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9172,No,0,36 months,Female,House,Mortgage,>25,>500
9173,Yes,1,60 months,Male,Medical,Mortgage,20-25,>500
9174,No,0,36 months,Female,Medical,Mortgage,20-25,>500
9175,Yes,1,36 months,Male,Car,Mortgage,>25,>500
9176,Yes,1,36 months,Female,Other,Mortgage,>25,300-500
9177,Yes,1,36 months,Female,Other,Mortgage,20-25,>500
9178,No,0,36 months,Male,House,Rent,20-25,>500
9179,Yes,1,36 months,Female,House,Rent,>25,300-500
9180,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
9181,No,0,36 months,Female,House,Own,>25,>500
9182,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
9183,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9184,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
9185,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
9186,Yes,1,36 months,Female,Car,Rent,>25,300-500
9187,Yes,1,36 months,Male,Wedding,Rent,>25,>500
9188,Yes,1,36 months,Female,Car,Rent,>25,>500
9189,Yes,1,36 months,Female,House,Mortgage,>25,>500
9190,No,0,60 months,Male,other,Rent,>25,300-500
9191,No,0,60 months,Male,House,Mortgage,>25,>500
9192,Yes,1,36 months,Female,House,Rent,>25,300-500
9193,Yes,1,36 months,Male,House,Rent,20-25,300-500
9194,Yes,1,36 months,Female,Personal,Own,>25,300-500
9195,Yes,1,60 months,Male,Personal,Mortgage,20-25,>500
9196,No,0,36 months,Female,House,Mortgage,>25,>500
9197,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9198,No,0,36 months,Female,Other,Rent,20-25,>500
9199,Yes,1,36 months,Male,Car,Own,>25,>500
9200,Yes,1,36 months,Male,Car,Mortgage,>25,>500
9201,Yes,1,36 months,Female,House,Own,>25,300-500
9202,Yes,1,60 months,Male,House,Own,20-25,>500
9203,No,0,60 months,Male,House,Rent,>25,300-500
9204,No,0,36 months,Female,House,Mortgage,20-25,>500
9205,Yes,1,36 months,Male,Wedding,Rent,20-25,300-500
9206,No,0,60 months,Male,Car,Rent,20-25,>500
9207,No,0,36 months,Male,House,Mortgage,>25,>500
9208,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9209,Yes,1,36 months,Female,House,Rent,20-25,300-500
9210,No,0,36 months,Male,House,Mortgage,20-25,300-500
9211,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9212,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9213,No,0,36 months,Female,House,Rent,20-25,>500
9214,No,0,36 months,Male,Car,Mortgage,20-25,300-500
9215,Yes,1,36 months,Male,Other,Mortgage,20-25,300-500
9216,No,0,36 months,Male,Other,Mortgage,20-25,300-500
9217,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9218,No,0,36 months,Female,Other,Mortgage,20-25,>500
9219,Yes,1,36 months,Female,Other,Rent,>25,300-500
9220,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9221,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
9222,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
9223,No,0,36 months,Male,House,Rent,20-25,300-500
9224,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9225,No,0,36 months,Female,Other,Rent,>25,>500
9226,Yes,1,36 months,Female,Medical,Mortgage,>25,300-500
9227,Yes,1,36 months,Male,House,Rent,20-25,300-500
9228,No,0,36 months,Female,House,Rent,20-25,>500
9229,Yes,1,36 months,Female,House,Own,20-25,>500
9230,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9231,Yes,1,36 months,Male,House,Rent,20-25,300-500
9232,No,0,60 months,Male,House,Rent,>25,300-500
9233,Yes,1,36 months,Male,House,Rent,20-25,300-500
9234,Yes,1,36 months,Female,Wedding,Rent,20-25,300-500
9235,No,0,36 months,Female,House,Own,>25,>500
9236,Yes,1,36 months,Male,House,Own,20-25,300-500
9237,Yes,1,36 months,Male,House,Mortgage,>25,>500
9238,No,0,36 months,Female,House,Mortgage,>25,>500
9239,Yes,1,36 months,Female,House,Rent,20-25,300-500
9240,Yes,1,36 months,Female,House,Own,>25,300-500
9241,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9242,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
9243,No,0,36 months,Male,House,Rent,20-25,>500
9244,Yes,1,60 months,Male,House,Mortgage,20-25,>500
9245,No,0,60 months,Male,House,Rent,>25,>500
9246,Yes,1,36 months,Male,House,Rent,20-25,300-500
9247,Yes,1,36 months,Female,House,Own,>25,>500
9248,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9249,Yes,1,36 months,Male,Other,Mortgage,20-25,300-500
9250,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9251,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9252,No,0,36 months,Male,Car,Rent,20-25,>500
9253,Yes,1,36 months,Male,House,Rent,20-25,>500
9254,Yes,1,36 months,Female,House,Rent,20-25,>500
9255,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
9256,No,0,36 months,Male,Car,Rent,20-25,300-500
9257,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
9258,Yes,1,36 months,Male,Car,Rent,>25,>500
9259,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9260,Yes,1,36 months,Male,Car,Rent,>25,>500
9261,Yes,1,36 months,Male,Other,Mortgage,20-25,300-500
9262,No,0,36 months,Male,House,Rent,20-25,300-500
9263,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9264,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9265,Yes,1,36 months,Female,House,Rent,20-25,300-500
9266,Yes,1,36 months,Male,Wedding,Rent,>25,>500
9267,Yes,1,36 months,Male,House,Mortgage,20-25,>500
9268,Yes,1,60 months,Male,Car,Rent,20-25,>500
9269,No,0,36 months,Female,House,Mortgage,20-25,>500
9270,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
9271,Yes,1,60 months,Male,other,Rent,20-25,>500
9272,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9273,No,0,36 months,Male,Car,Rent,20-25,300-500
9274,Yes,1,36 months,Female,Car,Rent,20-25,>500
9275,No,0,36 months,Male,House,Mortgage,20-25,>500
9276,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9277,Yes,1,36 months,Male,Car,Own,20-25,300-500
9278,No,0,36 months,Male,House,Rent,20-25,300-500
9279,No,0,60 months,Male,House,Mortgage,>25,>500
9280,Yes,1,36 months,Male,House,Rent,20-25,300-500
9281,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9282,Yes,1,36 months,Male,Other,Mortgage,20-25,>500
9283,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9284,Yes,1,36 months,Male,House,Rent,20-25,300-500
9285,Yes,1,36 months,Male,House,Rent,20-25,>500
9286,No,0,60 months,Male,other,Rent,>25,300-500
9287,Yes,1,36 months,Male,Car,Own,20-25,300-500
9288,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
9289,No,0,36 months,Female,House,Mortgage,20-25,>500
9290,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9291,No,0,60 months,Male,House,Mortgage,>25,>500
9292,Yes,1,36 months,Male,House,Rent,20-25,300-500
9293,No,0,60 months,Male,House,Rent,>25,300-500
9294,Yes,1,36 months,Female,Other,Mortgage,20-25,300-500
9295,Yes,1,36 months,Male,House,Rent,>25,>500
9296,Yes,1,36 months,Male,House,Mortgage,>25,>500
9297,Yes,1,36 months,Male,House,Rent,20-25,300-500
9298,Yes,1,36 months,Male,Medical,Mortgage,20-25,300-500
9299,Yes,1,36 months,Female,Car,Rent,>25,300-500
9300,Yes,1,36 months,Female,Car,Rent,>25,300-500
9301,Yes,1,36 months,Male,House,Rent,20-25,300-500
9302,No,0,36 months,Male,House,Mortgage,20-25,>500
9303,Yes,1,36 months,Male,House,Own,>25,>500
9304,Yes,1,36 months,Male,Other,Rent,20-25,300-500
9305,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9306,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9307,No,0,60 months,Male,House,Mortgage,>25,300-500
9308,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9309,Yes,1,36 months,Male,Car,Rent,>25,>500
9310,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9311,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9312,No,0,36 months,Female,Personal,Mortgage,20-25,>500
9313,Yes,1,36 months,Female,Car,Rent,20-25,300-500
9314,No,0,36 months,Female,Personal,Mortgage,20-25,>500
9315,Yes,1,36 months,Male,House,Rent,20-25,300-500
9316,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
9317,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9318,Yes,1,36 months,Male,House,Rent,20-25,300-500
9319,No,0,36 months,Female,Other,Mortgage,20-25,>500
9320,No,0,36 months,Male,House,Rent,20-25,300-500
9321,Yes,1,36 months,Male,House,Own,20-25,300-500
9322,No,0,60 months,Male,House,Mortgage,20-25,>500
9323,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
9324,Yes,1,36 months,Male,Other,Mortgage,20-25,300-500
9325,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9326,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9327,Yes,1,36 months,Male,Car,Rent,20-25,>500
9328,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
9329,Yes,1,36 months,Male,House,Rent,>25,>500
9330,No,0,60 months,Male,Car,Rent,>25,>500
9331,No,0,36 months,Female,Medical,Rent,>25,>500
9332,No,0,36 months,Male,Car,Rent,20-25,>500
9333,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9334,No,0,36 months,Male,House,Rent,20-25,>500
9335,Yes,1,36 months,Female,House,Own,>25,300-500
9336,No,0,36 months,Male,House,Mortgage,>25,>500
9337,Yes,1,36 months,Female,Other,Own,20-25,300-500
9338,Yes,1,36 months,Male,Wedding,Mortgage,20-25,300-500
9339,Yes,1,36 months,Female,House,Rent,>25,300-500
9340,Yes,1,36 months,Female,House,Rent,>25,300-500
9341,Yes,1,36 months,Female,Other,Rent,>25,300-500
9342,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9343,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
9344,Yes,1,36 months,Male,Car,Mortgage,>25,>500
9345,No,0,36 months,Male,House,Mortgage,20-25,>500
9346,Yes,1,36 months,Male,House,Mortgage,>25,>500
9347,No,0,60 months,Male,House,Mortgage,>25,300-500
9348,No,0,36 months,Male,House,Mortgage,>25,>500
9349,Yes,1,36 months,Male,House,Rent,20-25,300-500
9350,No,0,60 months,Male,House,Mortgage,>25,>500
9351,Yes,1,36 months,Male,House,Rent,20-25,300-500
9352,No,0,36 months,Female,House,Rent,20-25,300-500
9353,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
9354,No,0,36 months,Female,House,Rent,>25,>500
9355,Yes,1,36 months,Female,House,Rent,20-25,300-500
9356,Yes,1,36 months,Female,House,Rent,>25,300-500
9357,Yes,1,36 months,Male,Car,Rent,>25,>500
9358,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
9359,Yes,1,36 months,Male,House,Rent,20-25,300-500
9360,No,0,36 months,Male,House,Rent,20-25,300-500
9361,No,0,36 months,Male,Car,Mortgage,20-25,300-500
9362,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9363,Yes,1,36 months,Male,House,Own,>25,>500
9364,No,0,36 months,Female,Car,Mortgage,>25,>500
9365,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
9366,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9367,No,0,36 months,Female,House,Own,>25,>500
9368,Yes,1,36 months,Male,House,Rent,20-25,300-500
9369,Yes,1,36 months,Female,House,Rent,>25,>500
9370,Yes,1,36 months,Male,House,Mortgage,>25,>500
9371,No,0,60 months,Male,Car,Mortgage,>25,>500
9372,No,0,60 months,Male,House,Rent,>25,300-500
9373,No,0,36 months,Male,Car,Mortgage,20-25,>500
9374,No,0,36 months,Male,Car,Mortgage,20-25,>500
9375,Yes,1,36 months,Male,House,Mortgage,20-25,>500
9376,Yes,1,36 months,Male,House,Own,20-25,300-500
9377,No,0,36 months,Male,House,Rent,>25,>500
9378,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
9379,No,0,36 months,Female,Other,Mortgage,20-25,>500
9380,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9381,Yes,1,36 months,Male,House,Rent,>25,>500
9382,No,0,60 months,Male,Personal,Mortgage,>25,300-500
9383,No,0,36 months,Female,House,Rent,>25,>500
9384,Yes,1,36 months,Male,House,Mortgage,>25,>500
9385,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9386,Yes,1,36 months,Female,House,Rent,20-25,300-500
9387,No,0,36 months,Female,Car,Mortgage,>25,>500
9388,Yes,1,36 months,Female,Car,Rent,>25,300-500
9389,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
9390,Yes,1,36 months,Male,House,Own,>25,>500
9391,No,0,36 months,Male,House,Mortgage,20-25,300-500
9392,No,0,36 months,Female,House,Mortgage,20-25,>500
9393,Yes,1,36 months,Male,Wedding,Rent,>25,>500
9394,No,0,36 months,Female,Other,Rent,20-25,>500
9395,Yes,1,36 months,Male,House,Rent,20-25,300-500
9396,No,0,36 months,Male,Wedding,Rent,>25,>500
9397,Yes,1,36 months,Female,House,Rent,20-25,300-500
9398,No,0,36 months,Male,Personal,Own,>25,>500
9399,Yes,1,36 months,Male,House,Rent,20-25,300-500
9400,Yes,1,36 months,Female,Wedding,Mortgage,>25,300-500
9401,Yes,1,36 months,Female,Wedding,Rent,>25,300-500
9402,Yes,1,36 months,Male,House,Rent,20-25,300-500
9403,No,0,36 months,Female,House,Rent,>25,>500
9404,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9405,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9406,Yes,1,36 months,Female,House,Own,>25,300-500
9407,No,0,36 months,Female,Other,Rent,>25,>500
9408,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
9409,Yes,1,36 months,Female,House,Own,>25,300-500
9410,Yes,1,36 months,Male,Personal,Rent,20-25,300-500
9411,No,0,36 months,Male,House,Mortgage,20-25,>500
9412,Yes,1,36 months,Male,House,Rent,20-25,300-500
9413,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9414,No,0,60 months,Male,other,Rent,>25,300-500
9415,Yes,1,36 months,Male,Car,Mortgage,>25,>500
9416,No,0,36 months,Female,House,Mortgage,>25,>500
9417,No,0,36 months,Female,House,Mortgage,>25,>500
9418,Yes,1,36 months,Male,House,Rent,20-25,300-500
9419,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
9420,No,0,36 months,Male,Personal,Mortgage,20-25,>500
9421,No,0,36 months,Male,House,Rent,20-25,300-500
9422,No,0,60 months,Male,House,Rent,>25,300-500
9423,Yes,1,36 months,Female,Other,Rent,>25,300-500
9424,Yes,1,36 months,Female,House,Rent,>25,300-500
9425,Yes,1,36 months,Male,House,Rent,>25,>500
9426,No,0,36 months,Male,Wedding,Mortgage,>25,>500
9427,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
9428,Yes,1,36 months,Female,Wedding,Rent,>25,>500
9429,Yes,1,36 months,Male,Wedding,Rent,>25,>500
9430,No,0,36 months,Male,Car,Rent,20-25,300-500
9431,Yes,1,36 months,Male,House,Rent,>25,>500
9432,No,0,36 months,Female,House,Rent,>25,>500
9433,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
9434,No,0,36 months,Male,Car,Rent,>25,>500
9435,Yes,1,36 months,Female,Wedding,Rent,20-25,300-500
9436,No,0,36 months,Female,House,Mortgage,>25,>500
9437,No,0,36 months,Female,Car,Rent,20-25,300-500
9438,Yes,1,36 months,Male,House,Own,20-25,300-500
9439,Yes,1,36 months,Male,Other,Rent,20-25,>500
9440,No,0,36 months,Male,House,Mortgage,>25,>500
9441,Yes,1,36 months,Female,Other,Rent,>25,300-500
9442,No,0,36 months,Female,Other,Rent,20-25,>500
9443,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
9444,No,0,36 months,Male,House,Mortgage,20-25,>500
9445,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9446,Yes,1,36 months,Female,Medical,Mortgage,20-25,300-500
9447,Yes,1,36 months,Female,Other,Rent,>25,300-500
9448,No,0,60 months,Male,Wedding,Mortgage,>25,>500
9449,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9450,No,0,36 months,Male,Car,Rent,20-25,>500
9451,Yes,1,60 months,Male,Car,Mortgage,20-25,>500
9452,No,0,36 months,Female,House,Own,>25,>500
9453,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9454,Yes,1,60 months,Male,House,Rent,20-25,>500
9455,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9456,No,0,36 months,Male,Car,Mortgage,>25,>500
9457,No,0,36 months,Male,Wedding,Mortgage,20-25,>500
9458,Yes,1,60 months,Male,House,Mortgage,20-25,>500
9459,Yes,1,36 months,Female,House,Own,>25,300-500
9460,Yes,1,36 months,Male,Other,Mortgage,>25,>500
9461,Yes,1,36 months,Male,House,Rent,20-25,>500
9462,Yes,1,36 months,Male,House,Rent,20-25,300-500
9463,Yes,1,36 months,Female,Car,Rent,20-25,>500
9464,No,0,60 months,Male,Car,Rent,>25,>500
9465,No,0,36 months,Male,House,Mortgage,20-25,300-500
9466,Yes,1,36 months,Female,Other,Mortgage,>25,300-500
9467,No,0,36 months,Female,House,Mortgage,>25,>500
9468,No,0,60 months,Male,Medical,Rent,>25,300-500
9469,Yes,1,36 months,Female,House,Rent,>25,300-500
9470,No,0,60 months,Male,House,Mortgage,>25,>500
9471,Yes,1,36 months,Female,Car,Rent,>25,>500
9472,Yes,1,36 months,Male,House,Mortgage,>25,>500
9473,No,0,36 months,Male,House,Mortgage,>25,>500
9474,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9475,Yes,1,36 months,Male,Car,Rent,>25,>500
9476,Yes,1,36 months,Male,House,Rent,20-25,300-500
9477,Yes,1,36 months,Female,Other,Mortgage,>25,300-500
9478,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9479,Yes,1,36 months,Female,House,Rent,>25,300-500
9480,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9481,No,0,36 months,Female,House,Rent,>25,>500
9482,No,0,36 months,Female,Car,Mortgage,>25,>500
9483,No,0,36 months,Female,House,Rent,>25,>500
9484,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
9485,No,0,36 months,Male,House,Mortgage,>25,>500
9486,No,0,36 months,Female,Car,Rent,20-25,>500
9487,Yes,1,36 months,Female,Car,Rent,>25,300-500
9488,Yes,1,60 months,Male,Personal,Rent,20-25,>500
9489,Yes,1,36 months,Female,House,Rent,20-25,300-500
9490,No,0,36 months,Male,House,Rent,>25,>500
9491,Yes,1,36 months,Male,House,Rent,>25,>500
9492,No,0,36 months,Female,Medical,Mortgage,20-25,>500
9493,No,0,60 months,Male,House,Own,20-25,>500
9494,Yes,1,36 months,Male,House,Rent,20-25,300-500
9495,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9496,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9497,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9498,No,0,36 months,Female,House,Rent,>25,>500
9499,Yes,1,36 months,Male,House,Rent,20-25,300-500
9500,No,0,60 months,Male,House,Mortgage,>25,>500
9501,No,0,36 months,Female,Other,Mortgage,20-25,>500
9502,Yes,1,36 months,Male,Wedding,Rent,20-25,300-500
9503,Yes,1,36 months,Male,Other,Own,20-25,>500
9504,Yes,1,36 months,Female,House,Rent,>25,300-500
9505,Yes,1,36 months,Female,Wedding,Rent,>25,300-500
9506,Yes,1,36 months,Male,House,Rent,>25,>500
9507,No,0,36 months,Female,Other,Mortgage,20-25,>500
9508,No,0,36 months,Male,House,Rent,>25,>500
9509,Yes,1,36 months,Female,House,Own,>25,>500
9510,Yes,1,36 months,Female,House,Rent,>25,300-500
9511,Yes,1,36 months,Female,Other,Mortgage,20-25,300-500
9512,Yes,1,36 months,Male,Medical,Rent,20-25,300-500
9513,No,0,36 months,Male,House,Rent,20-25,>500
9514,Yes,1,60 months,Male,House,Mortgage,20-25,>500
9515,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9516,No,0,36 months,Male,House,Mortgage,>25,>500
9517,Yes,1,60 months,Male,House,Own,20-25,>500
9518,No,0,36 months,Male,House,Mortgage,20-25,>500
9519,No,0,36 months,Male,House,Rent,20-25,300-500
9520,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
9521,No,0,36 months,Female,Car,Rent,20-25,>500
9522,No,0,36 months,Male,Other,Rent,20-25,300-500
9523,No,0,60 months,Male,Car,Mortgage,>25,>500
9524,Yes,1,36 months,Male,House,Rent,20-25,300-500
9525,Yes,1,36 months,Female,Personal,Mortgage,>25,>500
9526,Yes,1,36 months,Male,House,Rent,>25,>500
9527,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
9528,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9529,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
9530,Yes,1,36 months,Female,House,Rent,>25,300-500
9531,No,0,36 months,Male,House,Rent,>25,>500
9532,Yes,1,36 months,Male,House,Rent,>25,>500
9533,Yes,1,60 months,Male,House,Mortgage,20-25,>500
9534,Yes,1,36 months,Female,House,Own,>25,>500
9535,No,0,36 months,Male,House,Own,20-25,300-500
9536,Yes,1,36 months,Female,Car,Mortgage,20-25,300-500
9537,No,0,60 months,Male,House,Own,>25,>500
9538,Yes,1,36 months,Female,Other,Mortgage,>25,300-500
9539,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
9540,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9541,Yes,1,36 months,Female,House,Rent,>25,300-500
9542,Yes,1,36 months,Female,Car,Rent,>25,300-500
9543,Yes,1,36 months,Male,House,Rent,20-25,300-500
9544,Yes,1,36 months,Female,Wedding,Mortgage,>25,300-500
9545,No,0,36 months,Female,Other,Mortgage,>25,>500
9546,No,0,60 months,Male,House,Rent,20-25,>500
9547,No,0,36 months,Male,Car,Rent,20-25,300-500
9548,No,0,60 months,Male,House,Rent,20-25,>500
9549,No,0,36 months,Male,Car,Mortgage,20-25,300-500
9550,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
9551,Yes,1,36 months,Male,House,Mortgage,20-25,>500
9552,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9553,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9554,Yes,1,36 months,Male,Personal,Mortgage,20-25,>500
9555,Yes,1,36 months,Male,Other,Rent,20-25,300-500
9556,Yes,1,36 months,Female,Other,Rent,>25,300-500
9557,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9558,Yes,1,36 months,Male,House,Rent,20-25,>500
9559,No,0,60 months,Male,House,Mortgage,>25,300-500
9560,Yes,1,36 months,Male,House,Mortgage,20-25,>500
9561,No,0,36 months,Female,Wedding,Mortgage,20-25,>500
9562,No,0,36 months,Male,Car,Rent,20-25,300-500
9563,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9564,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
9565,Yes,1,36 months,Male,House,Mortgage,>25,>500
9566,Yes,1,36 months,Male,House,Mortgage,>25,>500
9567,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9568,Yes,1,36 months,Male,Car,Own,>25,>500
9569,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9570,No,0,36 months,Female,Other,Mortgage,>25,>500
9571,No,0,36 months,Female,House,Mortgage,>25,>500
9572,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9573,Yes,1,36 months,Female,Car,Rent,>25,300-500
9574,No,0,60 months,Male,House,Rent,>25,300-500
9575,No,0,36 months,Female,Car,Rent,20-25,300-500
9576,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9577,Yes,1,36 months,Female,House,Rent,>25,>500
9578,Yes,1,36 months,Female,House,Mortgage,20-25,>500
9579,No,0,36 months,Female,Personal,Mortgage,20-25,>500
9580,Yes,1,36 months,Female,Car,Rent,>25,300-500
9581,Yes,1,36 months,Female,Wedding,Rent,>25,300-500
9582,No,0,36 months,Female,House,Mortgage,>25,>500
9583,No,0,36 months,Male,House,Rent,20-25,>500
9584,No,0,60 months,Male,Personal,Mortgage,>25,300-500
9585,No,0,60 months,Male,Personal,Mortgage,>25,>500
