,employee_id,department,education,gender,no_of_trainings,age,last_promotion_rating,employee_since_years,all_tasks_completed,training_marks,is_promoted
38417,2035050,Technology,Bachelor's,m,2,44,3,3,0,79,0
38419,2035051,Finance,Bachelor's,m,2,33,3,4,1,60,0
38420,2035052,Operations,Bachelor's,f,1,35,4,9,1,57,0
38421,2035053,Technology,Bachelor's,m,1,48,1,18,0,80,0
38422,2035054,Sales & Marketing,Master's & above,m,1,34,2,4,0,52,0
38423,2035055,Procurement,Master's & above,m,2,34,1,8,0,70,0
38424,2035056,Sales & Marketing,Bachelor's,m,1,35,2,8,0,50,0
38425,2035057,Operations,Bachelor's,m,2,56,5,22,0,55,0
38426,2035058,Technology,Master's & above,m,1,48,1,17,0,80,0
38427,2035059,Finance,Master's & above,m,1,36,4,2,1,61,0
38428,2035060,Operations,Bachelor's,f,1,29,3,3,0,59,0
38429,2035061,Finance,Bachelor's,m,2,35,1,7,0,62,0
38433,2035062,Procurement,Bachelor's,m,1,30,4,4,1,73,0
38434,2035063,Operations,Master's & above,m,2,34,3,8,0,61,0
38435,2035064,Legal,Bachelor's,m,1,33,3,1,0,59,0
38437,2035065,Procurement,Bachelor's,m,1,45,3,12,0,73,0
38438,2035066,Sales & Marketing,Master's & above,m,1,30,5,2,1,50,0
38440,2035067,Sales & Marketing,Bachelor's,m,1,26,1,2,1,51,0
38441,2035068,Technology,Master's & above,f,1,59,2,5,1,82,0
38442,2035069,Sales & Marketing,Bachelor's,m,1,28,5,2,0,67,1
38443,2035070,Sales & Marketing,Bachelor's,m,1,26,5,3,1,48,0
38445,2035071,Finance,Bachelor's,m,2,28,3,4,0,62,0
38447,2035072,Analytics,Master's & above,m,1,35,1,3,0,86,0
38448,2035073,Operations,Bachelor's,m,1,59,3,17,0,61,0
38449,2035074,Finance,Bachelor's,m,1,35,4,9,1,57,0
38450,2035075,Sales & Marketing,Bachelor's,m,1,35,3,5,0,47,0
38451,2035076,Sales & Marketing,Master's & above,f,1,45,3,11,0,43,0
38452,2035077,Operations,Bachelor's,m,1,31,4,4,1,60,0
38453,2035078,Procurement,Bachelor's,f,1,42,5,7,0,74,0
38454,2035079,Sales & Marketing,Bachelor's,m,1,45,3,7,0,48,0
38455,2035080,Sales & Marketing,Bachelor's,f,4,33,3,8,0,48,0
38456,2035081,Analytics,Bachelor's,m,2,30,4,10,0,86,0
38457,2035082,Sales & Marketing,Bachelor's,m,2,36,3,5,0,50,0
38458,2035083,Operations,Master's & above,m,1,35,5,10,1,61,0
38459,2035084,Procurement,Bachelor's,m,1,27,4,3,1,68,0
38460,2035085,Legal,Bachelor's,m,1,33,5,3,1,63,0
38461,2035086,Procurement,Bachelor's,m,1,30,4,3,1,64,0
38462,2035087,Analytics,Bachelor's,m,3,31,5,6,0,85,0
38464,2035088,Operations,Bachelor's,m,1,40,5,2,1,61,0
38465,2035089,Sales & Marketing,Master's & above,m,1,45,4,4,0,52,0
38466,2035090,Sales & Marketing,Bachelor's,f,1,60,3,9,0,50,0
38467,2035091,Finance,Master's & above,f,1,44,3,12,0,60,0
38469,2035092,Technology,Bachelor's,f,1,25,3,2,0,79,0
38470,2035093,Operations,Bachelor's,f,1,42,3,13,0,64,0
38471,2035094,Sales & Marketing,Bachelor's,m,1,26,3,3,0,48,0
38474,2035095,Analytics,Bachelor's,m,1,29,4,9,1,86,0
38475,2035096,Procurement,Bachelor's,m,2,32,2,8,0,71,0
38476,2035097,Sales & Marketing,Bachelor's,m,1,38,5,4,1,49,0
38477,2035098,Sales & Marketing,Master's & above,m,1,31,5,5,0,47,0
38478,2035099,Sales & Marketing,Bachelor's,m,1,39,1,11,0,48,0
38479,2035100,Analytics,Bachelor's,m,1,28,3,5,0,82,0
38480,2035101,Procurement,Master's & above,f,1,51,4,8,1,70,1
38481,2035102,Procurement,Bachelor's,f,1,28,3,5,0,66,0
38482,2035103,Sales & Marketing,Bachelor's,m,2,30,5,8,1,47,1
38484,2035104,Technology,Bachelor's,m,1,33,3,9,0,82,0
38485,2035105,Procurement,Master's & above,f,1,54,3,8,1,68,0
38486,2035106,Procurement,Master's & above,m,1,56,3,14,0,73,0
38487,2035107,Technology,Master's & above,f,3,40,3,6,1,77,0
38488,2035108,Procurement,Master's & above,m,1,36,5,4,1,74,0
38489,2035109,R&D,Bachelor's,m,1,31,5,3,0,82,1
38490,2035110,Sales & Marketing,Master's & above,m,1,34,3,6,0,52,0
38491,2035111,Technology,Bachelor's,f,1,31,4,1,0,81,0
38492,2035112,Analytics,Bachelor's,m,1,33,1,6,0,92,0
38493,2035113,Sales & Marketing,Bachelor's,m,2,41,1,3,0,46,0
38495,2035114,Sales & Marketing,Bachelor's,m,1,52,5,23,1,51,1
38496,2035115,Sales & Marketing,Master's & above,m,1,36,5,2,0,91,1
38497,2035116,Sales & Marketing,Bachelor's,m,1,39,5,8,0,50,0
38498,2035117,Finance,Bachelor's,f,1,35,5,8,1,57,0
38499,2035118,Procurement,Bachelor's,f,1,38,3,7,1,69,0
38500,2035119,Sales & Marketing,Master's & above,m,1,31,5,9,1,50,0
38501,2035120,Operations,Bachelor's,f,1,33,4,2,1,64,0
38502,2035121,Technology,Below Secondary,m,1,24,4,2,0,83,0
38503,2035122,Sales & Marketing,Master's & above,f,1,35,3,2,0,49,0
38504,2035123,R&D,Bachelor's,m,2,30,4,2,0,90,0
38505,2035124,Operations,Bachelor's,f,2,28,3,6,0,62,0
38507,2035125,Operations,Bachelor's,f,1,27,5,2,1,54,1
38508,2035126,Sales & Marketing,Master's & above,m,1,52,4,19,0,52,0
38509,2035127,Technology,Below Secondary,f,1,24,3,2,0,83,0
38510,2035128,Procurement,Bachelor's,f,1,30,3,2,1,66,0
38511,2035129,Procurement,Bachelor's,f,1,28,3,5,0,78,0
38512,2035130,Sales & Marketing,Bachelor's,m,1,35,5,4,1,50,0
38513,2035131,Procurement,Bachelor's,m,1,31,5,5,1,67,0
38514,2035132,Operations,Master's & above,m,1,50,4,9,0,65,0
38515,2035133,Analytics,Master's & above,f,1,32,3,6,0,84,0
38516,2035134,Operations,Master's & above,m,2,35,3,8,1,61,0
38517,2035135,Sales & Marketing,Master's & above,m,2,57,1,5,0,53,0
38518,2035136,Sales & Marketing,Master's & above,m,1,37,3,9,0,44,0
38520,2035137,Operations,Bachelor's,m,1,38,3,3,1,63,0
38521,2035138,Procurement,Master's & above,m,2,59,4,10,0,68,0
38522,2035139,Sales & Marketing,Bachelor's,m,1,33,3,3,0,48,0
38523,2035140,Operations,Bachelor's,m,2,43,3,10,1,57,0
38524,2035141,Operations,Bachelor's,m,1,31,4,7,0,59,0
38525,2035142,R&D,Bachelor's,m,2,36,5,2,1,85,1
38526,2035143,Operations,Bachelor's,f,1,35,2,7,0,56,0
38527,2035144,Analytics,Bachelor's,m,2,28,5,5,1,85,0
38528,2035145,Legal,Master's & above,m,1,41,3,7,0,58,0
38529,2035146,Procurement,Bachelor's,m,3,35,3,6,0,69,0
38530,2035147,Analytics,Bachelor's,f,1,27,3,2,0,82,0
38531,2035148,Sales & Marketing,Bachelor's,m,1,34,4,10,0,52,0
38532,2035149,Sales & Marketing,Master's & above,m,1,53,3,24,0,48,0
38533,2035150,Analytics,Bachelor's,f,2,27,5,7,0,84,1
38534,2035151,Operations,Bachelor's,m,2,44,3,7,1,59,0
38535,2035152,Operations,Bachelor's,m,1,43,5,7,1,60,0
38536,2035153,Finance,Bachelor's,f,1,37,5,2,1,61,0
38537,2035154,Technology,Master's & above,m,1,36,1,8,0,76,0
38538,2035155,Sales & Marketing,Bachelor's,m,4,34,3,2,0,48,0
38539,2035156,Operations,Bachelor's,m,1,39,3,10,0,64,0
38540,2035157,Finance,Bachelor's,f,3,33,5,9,1,63,0
38541,2035158,Technology,Bachelor's,m,3,30,2,5,0,74,0
38542,2035159,Sales & Marketing,Master's & above,m,2,50,3,7,1,47,0
38543,2035160,Analytics,Bachelor's,m,1,33,5,2,0,82,0
38545,2035161,Sales & Marketing,Bachelor's,m,2,27,3,4,0,50,0
38546,2035162,Sales & Marketing,Bachelor's,m,1,28,1,5,0,51,0
38547,2035163,Operations,Bachelor's,f,1,31,3,2,0,55,0
38548,2035164,Sales & Marketing,Bachelor's,m,1,30,1,3,0,46,0
38549,2035165,Operations,Master's & above,f,1,35,3,2,0,61,0
38550,2035166,Operations,Master's & above,f,2,36,4,8,1,62,0
38551,2035167,Finance,Bachelor's,m,1,22,3,2,0,61,0
38552,2035168,Sales & Marketing,Bachelor's,m,2,39,3,2,1,50,0
38553,2035169,Procurement,Bachelor's,m,1,57,2,26,0,67,0
38554,2035170,Procurement,Master's & above,m,6,35,3,3,0,65,0
38555,2035171,Sales & Marketing,Master's & above,m,2,36,3,7,0,50,0
38556,2035172,Operations,Bachelor's,m,1,46,3,9,0,56,0
38557,2035173,Sales & Marketing,Master's & above,m,1,43,3,8,0,49,0
38558,2035174,R&D,Master's & above,m,2,32,5,4,1,83,1
38559,2035175,Procurement,Bachelor's,m,1,30,3,3,0,72,0
38560,2035176,Technology,Bachelor's,m,1,33,1,5,0,83,0
38562,2035177,Technology,Bachelor's,m,2,31,3,2,0,82,0
38563,2035178,Sales & Marketing,Bachelor's,m,1,28,5,2,0,54,0
38564,2035179,Procurement,Bachelor's,f,1,29,3,1,0,65,0
38565,2035180,Sales & Marketing,Master's & above,m,1,31,3,7,1,48,0
38566,2035181,Analytics,Bachelor's,m,1,30,3,2,1,87,0
38567,2035182,Technology,Bachelor's,m,1,28,1,6,0,78,0
38568,2035183,Operations,Master's & above,f,1,49,3,2,1,58,0
38570,2035184,Technology,Master's & above,m,1,36,1,3,0,81,0
38571,2035185,Sales & Marketing,Bachelor's,m,1,35,5,7,0,49,0
38572,2035186,Sales & Marketing,Bachelor's,m,2,36,3,5,1,52,0
38573,2035187,Operations,Master's & above,m,1,56,4,16,0,62,0
38574,2035188,Procurement,Master's & above,f,1,34,4,9,1,65,0
38575,2035189,Sales & Marketing,Bachelor's,m,1,34,5,6,0,53,0
38576,2035190,Operations,Bachelor's,m,1,45,3,12,0,56,0
38577,2035191,Sales & Marketing,Bachelor's,m,2,32,5,3,1,53,0
38578,2035192,Sales & Marketing,Bachelor's,m,1,48,4,19,0,99,1
38579,2035193,Analytics,Bachelor's,m,1,39,3,11,0,82,0
38580,2035194,Procurement,Bachelor's,f,1,58,4,25,1,65,0
38581,2035195,Operations,Bachelor's,f,1,35,3,5,1,57,1
38582,2035196,Technology,Bachelor's,m,1,32,3,6,1,82,0
38583,2035197,Technology,Bachelor's,m,1,60,3,29,0,79,0
38584,2035198,Operations,Bachelor's,f,1,30,3,7,0,59,0
38585,2035199,Operations,Bachelor's,m,1,40,4,4,1,56,0
38586,2035200,Sales & Marketing,Bachelor's,m,1,33,4,6,1,61,1
38587,2035201,Analytics,Master's & above,m,1,37,1,6,0,84,0
38588,2035202,Technology,Master's & above,m,1,37,4,10,1,83,0
38589,2035203,Finance,Bachelor's,m,1,30,5,4,1,55,0
38590,2035204,Sales & Marketing,Bachelor's,f,1,42,5,11,0,51,0
38591,2035205,Sales & Marketing,Bachelor's,m,1,26,3,2,0,44,0
38592,2035206,Operations,Bachelor's,f,1,41,5,4,1,58,0
38593,2035207,Analytics,Bachelor's,m,1,27,5,4,0,85,0
38594,2035208,Sales & Marketing,Bachelor's,m,4,50,5,20,1,51,0
38595,2035209,Operations,Bachelor's,f,1,40,5,6,1,62,0
38596,2035210,Technology,Master's & above,m,2,42,3,3,1,75,0
38597,2035211,Analytics,Bachelor's,m,1,40,5,8,1,83,0
38598,2035212,Analytics,Master's & above,m,1,34,4,8,0,83,0
38599,2035213,Procurement,Master's & above,m,2,35,4,5,1,71,0
38600,2035214,Procurement,Bachelor's,f,1,34,3,6,0,71,0
38601,2035215,Procurement,Bachelor's,m,1,35,1,5,0,68,0
38602,2035216,HR,Bachelor's,f,1,50,4,12,0,47,0
38603,2035217,Sales & Marketing,Master's & above,f,1,44,3,11,0,51,0
38604,2035218,Procurement,Bachelor's,f,1,43,5,13,1,67,0
38605,2035219,Procurement,Master's & above,f,1,36,3,10,0,68,0
38606,2035220,Operations,Bachelor's,f,1,33,3,7,1,62,0
38607,2035221,Operations,Bachelor's,f,1,33,3,4,0,59,0
38608,2035222,Operations,Bachelor's,m,1,38,3,7,1,87,1
38609,2035223,Procurement,Master's & above,f,1,45,3,16,0,71,0
38610,2035224,Operations,Bachelor's,f,2,34,3,7,1,60,0
38612,2035225,Operations,Bachelor's,f,1,39,5,5,1,60,0
38613,2035226,Sales & Marketing,Master's & above,m,1,30,1,6,0,51,0
38614,2035227,HR,Master's & above,f,1,38,5,3,0,49,0
38615,2035228,HR,Bachelor's,m,1,31,3,2,0,52,0
38616,2035229,Procurement,Bachelor's,m,3,29,4,3,0,68,0
38618,2035230,Analytics,Bachelor's,m,1,33,2,4,0,83,0
38619,2035231,Operations,Bachelor's,f,1,24,5,2,1,55,0
38620,2035232,Procurement,Bachelor's,m,3,31,4,2,0,65,0
38622,2035233,Analytics,Bachelor's,f,1,30,4,2,1,82,0
38623,2035234,Sales & Marketing,Bachelor's,m,1,26,3,3,0,52,0
38624,2035235,Procurement,Master's & above,f,1,33,4,9,0,68,0
38625,2035236,Analytics,Master's & above,m,1,46,5,6,0,88,0
38626,2035237,Procurement,Bachelor's,m,4,25,3,2,0,73,0
38627,2035238,Technology,Bachelor's,f,1,36,1,2,0,76,0
38628,2035239,Analytics,Bachelor's,m,1,29,4,3,1,83,0
38629,2035240,Sales & Marketing,Master's & above,m,1,35,5,4,1,43,1
38630,2035241,Sales & Marketing,Bachelor's,m,1,27,4,1,0,45,0
38632,2035242,Operations,Bachelor's,f,1,35,5,10,1,62,0
38633,2035243,Technology,Master's & above,f,1,32,3,3,0,72,0
38635,2035244,Technology,Bachelor's,m,1,36,5,2,1,82,1
38636,2035245,R&D,Master's & above,m,1,35,1,8,0,83,0
38637,2035246,Sales & Marketing,Bachelor's,m,1,59,4,7,0,49,0
38638,2035247,Finance,Bachelor's,m,2,40,3,10,0,62,0
38639,2035248,Sales & Marketing,Bachelor's,m,1,39,4,5,0,52,0
38640,2035249,HR,Bachelor's,f,1,28,4,6,1,50,0
38641,2035250,R&D,Master's & above,m,1,30,4,5,0,82,0
38642,2035251,Technology,Bachelor's,f,1,30,4,6,1,81,0
38643,2035252,Finance,Bachelor's,m,1,33,3,3,0,61,0
38644,2035253,Sales & Marketing,Master's & above,f,1,37,3,4,0,46,0
38645,2035254,HR,Bachelor's,m,1,29,4,3,0,45,0
38646,2035255,Sales & Marketing,Master's & above,m,1,57,1,19,0,49,0
38647,2035256,Operations,Bachelor's,m,1,27,2,2,0,54,0
38648,2035257,Operations,Bachelor's,f,1,39,5,10,0,60,0
38649,2035258,Procurement,Bachelor's,m,3,30,3,7,1,68,1
38650,2035259,Legal,Bachelor's,m,1,35,2,4,0,59,0
38651,2035260,Procurement,Bachelor's,f,1,27,3,4,0,71,0
38652,2035261,Technology,Bachelor's,m,1,29,3,4,0,80,0
38653,2035262,Operations,Master's & above,m,3,35,5,7,1,59,0
38654,2035263,Analytics,Bachelor's,m,1,30,1,3,0,87,0
38655,2035264,Technology,Bachelor's,m,1,30,4,2,1,80,0
38656,2035265,Sales & Marketing,Bachelor's,m,2,28,3,7,1,51,0
38658,2035266,Analytics,Bachelor's,m,2,45,5,7,1,83,0
38659,2035267,Operations,Bachelor's,f,1,31,5,3,1,64,0
38660,2035268,Procurement,Bachelor's,f,1,30,4,5,1,79,1
38661,2035269,Technology,Bachelor's,f,1,34,4,6,1,79,0
38662,2035270,Sales & Marketing,Bachelor's,m,1,30,5,3,1,48,0
38663,2035271,Sales & Marketing,Bachelor's,f,1,48,3,3,0,45,0
38664,2035272,Operations,Bachelor's,m,2,40,4,11,1,58,0
38665,2035273,Operations,Bachelor's,m,1,44,3,17,0,59,0
38666,2035274,Operations,Master's & above,m,1,48,4,5,1,59,0
38667,2035275,Sales & Marketing,Master's & above,m,2,52,5,9,0,52,0
38668,2035276,Sales & Marketing,Bachelor's,m,1,32,2,9,1,51,1
38669,2035277,Procurement,Bachelor's,f,1,30,3,7,0,68,0
38670,2035278,Sales & Marketing,Bachelor's,m,2,34,1,3,0,55,0
38671,2035279,Analytics,Bachelor's,m,1,32,4,7,0,82,0
38672,2035280,Analytics,Bachelor's,m,1,42,3,8,0,82,0
38673,2035281,Analytics,Master's & above,m,1,38,4,5,1,86,0
38674,2035282,Operations,Master's & above,f,1,36,3,7,1,63,0
38675,2035283,Sales & Marketing,Master's & above,m,1,34,4,4,1,47,0
38676,2035284,Procurement,Bachelor's,m,3,30,3,5,0,70,0
38677,2035285,Procurement,Bachelor's,m,1,36,5,3,1,70,1
38678,2035286,Operations,Master's & above,f,1,32,3,4,0,67,0
38679,2035287,Technology,Master's & above,f,1,48,3,21,0,77,0
38680,2035288,Finance,Bachelor's,m,2,27,3,2,1,61,1
38681,2035289,Operations,Bachelor's,f,1,39,4,11,1,63,0
38682,2035290,Sales & Marketing,Master's & above,m,1,36,5,5,0,49,0
38683,2035291,Technology,Bachelor's,m,3,28,3,3,0,80,0
38685,2035292,Operations,Bachelor's,f,2,34,1,9,1,95,1
38686,2035293,Operations,Bachelor's,f,1,28,5,4,1,61,0
38687,2035294,Technology,Master's & above,f,1,31,2,7,0,80,0
38688,2035295,Procurement,Bachelor's,f,4,49,4,18,1,73,0
38689,2035296,Sales & Marketing,Master's & above,m,1,34,1,3,0,46,0
38691,2035297,Sales & Marketing,Master's & above,m,1,37,3,8,0,46,0
38692,2035298,Operations,Bachelor's,m,1,34,5,4,1,62,0
38695,2035299,Analytics,Bachelor's,m,1,30,1,5,0,85,0
38696,2035300,Analytics,Bachelor's,m,1,30,3,6,1,83,0
38697,2035301,Sales & Marketing,Bachelor's,m,1,32,1,4,0,48,0
38698,2035302,Technology,Bachelor's,m,1,27,5,3,1,80,0
38699,2035303,Sales & Marketing,Master's & above,f,2,36,1,3,1,54,0
38700,2035304,Technology,Master's & above,m,1,36,3,7,0,82,0
38701,2035305,Analytics,Master's & above,m,1,33,3,5,0,89,0
38702,2035306,Procurement,Master's & above,m,1,39,5,13,1,73,1
38703,2035307,Sales & Marketing,Bachelor's,m,1,46,3,13,1,50,0
38704,2035308,Technology,Bachelor's,f,1,26,3,1,0,83,0
38705,2035309,Operations,Bachelor's,m,1,25,4,2,0,60,0
38706,2035310,HR,Bachelor's,f,1,31,5,5,1,51,0
38707,2035311,Operations,Bachelor's,m,1,45,5,4,0,60,0
38708,2035312,Operations,Bachelor's,m,1,54,1,23,0,60,0
38709,2035313,Procurement,Master's & above,m,1,50,3,24,0,63,0
38710,2035314,Operations,Bachelor's,m,1,32,4,5,0,61,0
38711,2035315,Procurement,Bachelor's,m,1,30,1,7,0,67,0
38712,2035316,Analytics,Bachelor's,m,1,43,1,5,0,82,0
38713,2035317,Sales & Marketing,Master's & above,m,1,32,3,4,0,50,0
38714,2035318,Analytics,Bachelor's,m,1,34,3,3,0,84,0
38715,2035319,Sales & Marketing,Bachelor's,f,1,34,2,9,0,52,0
38716,2035320,HR,Bachelor's,m,1,38,2,8,0,54,0
38717,2035321,Sales & Marketing,Master's & above,m,1,40,3,7,0,49,0
38718,2035322,Finance,Bachelor's,f,1,48,5,5,1,62,0
38719,2035323,R&D,Master's & above,m,1,37,2,5,0,83,0
38721,2035324,Finance,Bachelor's,m,1,26,3,4,0,57,0
38722,2035325,Technology,Master's & above,m,1,31,3,1,0,80,0
38723,2035326,Legal,Bachelor's,m,1,27,5,2,0,66,1
38724,2035327,Operations,Bachelor's,f,1,31,3,7,0,62,0
38725,2035328,Technology,Bachelor's,m,1,38,3,7,1,83,0
38726,2035329,Sales & Marketing,Bachelor's,m,3,34,1,8,0,51,0
38727,2035330,HR,Master's & above,f,1,41,5,10,1,50,0
38728,2035331,Procurement,Master's & above,f,1,54,4,22,1,69,0
38729,2035332,Procurement,Bachelor's,f,1,30,1,4,0,65,0
38730,2035333,Procurement,Master's & above,m,1,43,5,8,0,65,0
38731,2035334,Operations,Bachelor's,f,1,30,3,3,0,61,0
38732,2035335,Sales & Marketing,Master's & above,m,1,40,5,5,1,53,0
38734,2035336,Operations,Bachelor's,f,1,40,1,5,0,61,0
38735,2035337,Sales & Marketing,Master's & above,m,3,31,3,6,0,47,0
38736,2035338,Operations,Bachelor's,m,2,38,4,5,1,57,0
38737,2035339,Operations,Master's & above,f,1,41,3,5,1,60,0
38738,2035340,Technology,Bachelor's,f,1,28,5,7,0,94,1
38739,2035341,Technology,Master's & above,m,1,42,3,4,0,81,0
38740,2035342,Operations,Master's & above,f,1,50,4,20,0,56,0
38741,2035343,Sales & Marketing,Bachelor's,m,1,29,5,4,1,52,0
38742,2035344,Sales & Marketing,Bachelor's,m,1,30,3,5,0,67,1
38744,2035345,Sales & Marketing,Bachelor's,m,2,28,3,4,0,53,0
38746,2035346,Procurement,Master's & above,m,1,43,3,12,0,68,0
38747,2035347,R&D,Master's & above,m,1,39,2,4,1,85,0
38748,2035348,Legal,Master's & above,m,1,33,5,5,1,64,1
38750,2035349,Sales & Marketing,Bachelor's,m,1,34,1,7,0,46,0
38751,2035350,Sales & Marketing,Bachelor's,f,2,29,5,2,0,51,0
38752,2035351,Procurement,Bachelor's,f,2,43,2,12,0,67,0
38753,2035352,Finance,Bachelor's,m,1,34,4,2,1,55,0
38754,2035353,Sales & Marketing,Master's & above,m,1,38,2,10,0,49,0
38755,2035354,Operations,Bachelor's,f,1,34,5,7,0,59,0
38756,2035355,Sales & Marketing,Bachelor's,m,1,31,5,6,1,48,0
38757,2035356,Finance,Bachelor's,m,1,57,5,24,0,60,0
38758,2035357,Operations,Bachelor's,m,1,35,5,7,1,87,1
38759,2035358,Analytics,Bachelor's,m,1,23,1,2,0,83,0
38760,2035359,Sales & Marketing,Bachelor's,m,1,35,2,5,1,51,0
38761,2035360,Operations,Bachelor's,m,1,35,4,3,0,58,0
38762,2035361,Sales & Marketing,Master's & above,m,1,31,1,4,0,65,1
38763,2035362,Operations,Master's & above,f,2,35,2,7,0,60,0
38764,2035363,Procurement,Master's & above,m,1,52,5,15,1,74,0
38765,2035364,Operations,Bachelor's,f,1,35,4,8,1,56,0
38766,2035365,Sales & Marketing,Bachelor's,m,1,35,3,6,0,48,0
38767,2035366,HR,Bachelor's,m,1,24,3,2,0,51,0
38768,2035367,Operations,Master's & above,m,1,33,1,5,0,59,0
38769,2035368,R&D,Master's & above,m,1,32,5,5,1,81,0
38770,2035369,Operations,Bachelor's,m,1,25,4,3,0,63,0
38771,2035370,Procurement,Bachelor's,m,1,28,2,2,0,71,0
38772,2035371,Technology,Bachelor's,f,1,26,3,2,1,82,0
38773,2035372,Operations,Bachelor's,m,1,40,1,10,0,59,0
38774,2035373,Procurement,Master's & above,m,2,49,3,20,0,71,0
38775,2035374,Sales & Marketing,Bachelor's,m,1,26,4,3,0,51,0
38776,2035375,Procurement,Bachelor's,m,1,42,5,16,1,68,0
38777,2035376,Sales & Marketing,Bachelor's,m,1,42,3,11,1,99,1
38778,2035377,HR,Bachelor's,f,1,45,3,11,0,49,0
38779,2035378,Sales & Marketing,Bachelor's,m,1,30,3,5,0,49,0
38780,2035379,Technology,Bachelor's,f,1,25,3,2,0,79,0
38781,2035380,Procurement,Bachelor's,f,1,39,5,9,1,96,1
38783,2035381,Sales & Marketing,Bachelor's,m,1,40,4,3,0,47,0
38784,2035382,Sales & Marketing,Bachelor's,m,1,42,3,5,0,53,0
38785,2035383,Sales & Marketing,Master's & above,m,2,33,1,7,0,51,0
38786,2035384,Sales & Marketing,Master's & above,m,1,32,2,3,0,47,0
38787,2035385,Operations,Bachelor's,m,1,36,5,10,1,59,0
38788,2035386,Sales & Marketing,Bachelor's,m,2,29,1,6,0,51,0
38789,2035387,Operations,Bachelor's,f,1,58,1,15,0,59,0
38790,2035388,Sales & Marketing,Bachelor's,m,3,36,3,10,0,48,0
38791,2035389,Sales & Marketing,Bachelor's,m,1,32,3,5,0,52,0
38793,2035390,Sales & Marketing,Bachelor's,m,2,29,3,5,0,48,0
38794,2035391,Finance,Bachelor's,m,2,31,3,6,0,57,0
38795,2035392,R&D,Bachelor's,m,1,37,5,3,1,80,0
38797,2035393,R&D,Master's & above,m,1,29,2,3,0,86,0
38798,2035394,Operations,Bachelor's,m,1,27,4,3,0,58,0
38799,2035395,Sales & Marketing,Bachelor's,m,1,36,3,9,0,47,0
38800,2035396,Procurement,Bachelor's,f,1,32,2,10,1,67,0
38801,2035397,HR,Master's & above,m,1,35,4,8,1,53,0
38802,2035398,Operations,Bachelor's,m,2,35,3,9,0,55,0
38803,2035399,Technology,Bachelor's,f,1,32,4,2,0,76,0
38804,2035400,Operations,Bachelor's,m,3,36,4,8,1,57,0
38805,2035401,Sales & Marketing,Bachelor's,m,1,43,4,14,0,53,0
38806,2035402,Technology,Master's & above,f,1,38,1,6,0,78,0
38807,2035403,Sales & Marketing,Bachelor's,m,1,31,5,6,1,51,0
38808,2035404,Sales & Marketing,Master's & above,m,1,40,1,12,0,52,0
38809,2035405,Sales & Marketing,Bachelor's,m,3,30,1,5,1,52,0
38810,2035406,Sales & Marketing,Master's & above,m,1,55,1,3,0,49,0
38811,2035407,Sales & Marketing,Bachelor's,m,1,32,2,9,0,50,0
38813,2035408,Technology,Bachelor's,m,1,30,3,4,0,76,0
38814,2035409,HR,Bachelor's,m,1,30,4,5,1,48,0
38816,2035410,Sales & Marketing,Bachelor's,m,1,34,1,5,0,48,0
38817,2035411,Operations,Bachelor's,m,1,31,1,8,0,63,0
38818,2035412,Analytics,Bachelor's,m,1,30,2,5,0,85,0
38819,2035413,Sales & Marketing,Master's & above,m,2,40,5,11,1,45,0
38820,2035414,Sales & Marketing,Bachelor's,m,2,25,1,2,0,49,0
38821,2035415,Analytics,Bachelor's,m,1,29,3,2,1,89,0
38822,2035416,Procurement,Master's & above,m,1,33,5,2,1,67,0
38823,2035417,Sales & Marketing,Bachelor's,m,1,27,4,4,1,51,0
38824,2035418,Sales & Marketing,Bachelor's,m,3,29,4,3,0,44,0
38825,2035419,Sales & Marketing,Master's & above,m,1,30,2,4,0,51,0
38826,2035420,Finance,Bachelor's,m,2,31,5,5,1,66,0
38827,2035421,Technology,Master's & above,m,1,34,2,6,1,79,0
38828,2035422,Operations,Bachelor's,m,1,40,4,4,1,58,0
38829,2035423,Procurement,Bachelor's,m,1,48,3,9,0,68,0
38830,2035424,Technology,Master's & above,m,1,33,4,6,0,81,0
38831,2035425,HR,Bachelor's,f,1,28,5,3,0,46,0
38832,2035426,Legal,Master's & above,m,1,43,5,3,1,58,0
38833,2035427,Procurement,Bachelor's,f,1,32,5,5,1,69,0
38834,2035428,HR,Bachelor's,m,1,38,2,12,0,48,0
38835,2035429,Sales & Marketing,Bachelor's,m,2,32,3,7,0,48,0
38836,2035430,Operations,Bachelor's,f,1,29,5,6,0,67,0
38837,2035431,Sales & Marketing,Master's & above,m,2,33,4,7,0,47,0
38838,2035432,Analytics,Bachelor's,m,1,39,5,11,0,82,0
38840,2035433,Operations,Bachelor's,m,1,53,3,16,0,62,0
38841,2035434,Analytics,Master's & above,m,1,32,5,5,1,85,0
38842,2035435,Sales & Marketing,Bachelor's,f,1,30,4,6,1,59,1
38843,2035436,Operations,Bachelor's,f,1,33,5,8,1,61,0
38844,2035437,Technology,Bachelor's,f,1,24,3,3,0,82,0
38845,2035438,Sales & Marketing,Bachelor's,f,1,34,1,5,1,44,0
38846,2035439,Operations,Master's & above,m,1,33,3,6,0,62,0
